Track Name,Popularity,Danceability,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,intensity
Kiss Me Now,2,0.54,0.038,0.0837,7.12e-05,0.474,0.876,91.392,-7.125184
Surfin' USA,34,0.572,0.0461,0.0183,0.0,0.0969,0.971,158.103,-7.865696000000001
Dumb Things - triple j Like A Version,0,0.593,0.139,0.202,0.0,0.0997,0.255,130.044,-4.956864
Something So Strong,50,0.573,0.0459,0.0914,4.41e-05,0.0718,0.682,119.827,-4.612516
Starving,0,0.636,0.126,0.371,0.0,0.102,0.512,99.721,-2.6775900000000004
I Don't Want You Back,42,0.817,0.0548,0.0991,0.000176,0.0401,0.522,68.511,-3.91707
Bittersweet Goodbyes,8,0.594,0.0504,0.137,1.21e-05,0.765,0.498,139.943,-5.882265
On My Way,49,0.57,0.0574,0.257,0.0,0.104,0.534,138.024,-6.031887
Feel like Makin' Love - 2015 Remaster,37,0.534,0.031,0.347,0.0036,0.633,0.762,85.357,-5.27982
Lego House,76,0.592,0.0992,0.562,0.0,0.13,0.565,159.701,-5.40176
Little Shocks,0,0.482,0.133,0.00428,0.00437,0.102,0.358,91.929,-3.54003
Keep Your Head Up,0,0.671,0.0373,0.0455,0.0,0.0876,0.758,90.012,-4.038925
All Day and All of the Night,71,0.551,0.0796,0.262,4.57e-06,0.0558,0.723,136.921,-6.7415400000000005
Broken Leg,52,0.537,0.0547,0.11,0.0,0.379,0.612,142.973,-3.2267159999999997
Running,0,0.395,0.0314,0.00149,0.0015,0.0484,0.265,139.987,-3.610095
The End of the World,66,0.232,0.0314,0.936,4.93e-06,0.246,0.432,94.268,-2.305584
Kiss from a Rose,78,0.584,0.0305,0.684,0.0,0.306,0.224,131.745,-3.7896300000000003
GIRL LIKE ME,54,0.965,0.191,0.0206,0.0237,0.0655,0.312,124.025,-4.2602400000000005
no tears left to cry,1,0.703,0.0529,0.0375,5.65e-06,0.274,0.366,121.969,-3.8154719999999998
Don't You Remember,0,0.643,0.0304,0.214,0.0,0.0866,0.226,115.023,-2.2848
My Completeness,30,0.412,0.0526,0.0242,0.0,0.177,0.38,159.618,-2.915664
Hot Chilli Woman,25,0.448,0.0628,0.000996,0.0048,0.191,0.387,157.086,-7.179402
Kashmir - 1990 Remaster,0,0.48,0.0427,0.488,4.22e-05,0.155,0.581,80.617,-5.9849760000000005
Summer Love,0,0.448,0.033,0.2,0.00387,0.138,0.613,130.857,-5.6662
Sunroof,87,0.768,0.0401,0.352,0.0,0.15,0.842,131.443,-3.64854
Your Love,77,0.555,0.0601,0.103,1.16e-06,0.0631,0.582,129.607,-5.956076
Trouble Trouble,17,0.69,0.109,0.129,0.0,0.152,0.634,127.971,-0.848085
Big Plans,0,0.693,0.0427,0.0668,0.0,0.114,0.651,75.014,-3.188516
Waiting On the World to Change,77,0.578,0.115,0.157,0.000232,0.249,0.663,176.739,-4.39992
Following the Sun,67,0.734,0.033,0.398,0.0225,0.136,0.717,127.023,-3.6705239999999995
When The War Is Over,0,0.562,0.0246,0.0762,0.0,0.071,0.455,92.836,-2.269213
Pink Houses,69,0.635,0.0269,0.0514,3.08e-06,0.0751,0.628,115.23,-4.223835
Cheerleader - Felix Jaehn Remix Radio Edit,54,0.777,0.0305,0.146,1.52e-05,0.174,0.614,118.016,-4.0555710000000005
From New York to L.A. - Radio Edit,38,0.549,0.0444,0.156,0.0,0.684,0.665,127.05,-5.445849
Love Will Never Do (Without You) - Single Version,0,0.735,0.038,0.0659,0.00526,0.143,0.553,103.193,-6.975072
Magic (feat. Rivers Cuomo),69,0.549,0.343,0.0127,0.0,0.347,0.787,82.439,-3.8305200000000004
Party In The U.S.A.,82,0.652,0.042,0.00112,0.000115,0.0886,0.47,96.021,-3.2575659999999997
Ana's Song (Open Fire),48,0.395,0.027,0.0407,8.25e-05,0.0868,0.246,80.286,-4.777056
Fever,68,0.868,0.181,0.0597,0.00399,0.106,0.396,114.999,-4.887035999999999
The Millennium Prayer,35,0.252,0.037,0.298,0.0,0.102,0.0395,186.329,-4.642832
If You're Over Me,56,0.647,0.0904,0.0615,0.0,0.062,0.618,103.846,-3.852148
I Have Nothing,79,0.541,0.0365,0.576,0.0,0.164,0.24,152.943,-4.2100990000000005
Locked Away (feat. Adam Levine),66,0.508,0.0656,0.328,0.0,0.0491,0.575,121.928,-3.856192
Bubbly,76,0.688,0.036,0.594,0.0,0.115,0.257,127.866,-3.188268
Here I Am,14,0.377,0.026,0.106,0.000811,0.217,0.228,80.047,-2.380968
The Boys Light Up - Remastered,0,0.616,0.0369,0.0852,5.75e-05,0.519,0.7,97.859,-5.19103
Your Body Is a Weapon,45,0.504,0.0678,0.000602,0.0,0.174,0.355,104.383,-3.2215049999999996
Stronger,70,0.707,0.0521,0.128,0.000437,0.273,0.842,108.049,-3.652311
Hot In The City,62,0.66,0.0257,0.00316,2.25e-05,0.116,0.67,111.193,-4.985526
I Know Where It's At,7,0.684,0.053,0.0221,3.85e-06,0.154,0.712,97.472,-5.209116
Caught Up,68,0.817,0.0623,0.027,9e-06,0.119,0.805,110.086,-3.7124360000000003
Atlantis,51,0.291,0.0347,0.177,0.000552,0.0828,0.341,77.893,-5.061210000000001
Miss Sarajevo,0,0.217,0.0293,0.157,0.804,0.339,0.161,99.821,-4.704832000000001
"Yummy, Yummy, Yummy",44,0.7,0.0296,0.592,0.0022,0.0999,0.967,131.48,-5.002306
Pray,0,0.538,0.0699,0.0774,1.52e-06,0.375,0.506,103.557,-6.56964
Calling All Angels,61,0.454,0.0441,0.0746,0.0,0.279,0.529,166.166,-4.503752
Dirty Talk,56,0.689,0.0342,0.0342,0.00129,0.104,0.895,130.01,-4.307151
Nothing Breaks Like a Heart (feat. Miley Cyrus),79,0.601,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,-4.640136
Burn,70,0.559,0.0432,0.31,0.0,0.105,0.329,87.016,-3.909087
My Thing,0,0.747,0.0269,0.324,0.177,0.154,0.599,116.017,-5.875094999999999
Talk It Over,39,0.835,0.0307,0.695,3.31e-06,0.0648,0.78,95.082,-5.1324510000000005
I've Got a Little Something for You,19,0.66,0.0399,0.0652,0.0,0.339,0.737,101.829,-7.19532
Too Much (feat. Usher),60,0.712,0.0401,0.00415,0.0,0.258,0.735,126.012,-2.45916
Gone Away - 1997,71,0.45,0.0806,0.012,0.00687,0.0683,0.294,111.342,-3.7752749999999997
(I Can't Get No) Satisfaction - Mono Version / Remastered 2002,0,0.722,0.0348,0.0354,0.0496,0.119,0.921,136.299,-5.9649659999999995
Peaches,7,0.417,0.0481,0.0146,0.000387,0.0673,0.594,94.267,-3.5649509999999998
Sunset,24,0.818,0.0564,0.65,0.0,0.379,0.89,107.009,-3.8251150000000003
These Days,0,0.156,0.033,0.0368,0.0128,0.161,0.0942,83.806,-3.39852
A Life To Remember,1,0.647,0.0368,0.654,0.103,0.0963,0.184,173.997,-4.03777
Elenore,62,0.63,0.0375,0.6,1.52e-05,0.24,0.887,122.504,-5.254375
Girlfriend - Radio Edit,51,0.551,0.114,0.00104,0.000253,0.245,0.668,163.965,-1.815212
I Love You,2,0.668,0.0378,0.0811,0.0,0.323,0.531,98.018,-3.196752
I Only Want To Be With You - Mono,35,0.585,0.0295,0.0867,0.0,0.07,0.945,132.913,-4.749063
The Return Of The Red Baron,20,0.652,0.127,0.639,0.0,0.173,0.825,134.621,-7.5800540000000005
Song 2,71,0.658,0.0904,0.00188,0.00447,0.0657,0.855,129.701,-4.775823999999999
Blow Me (One Last Kiss) - Radio Edit,38,0.593,0.0414,0.000202,0.0,0.358,0.722,114.016,-2.450781
Suga Suga,0,0.662,0.268,0.688,8.43e-06,0.0841,0.535,82.331,-2.274668
Don't Think I'm Not,57,0.859,0.0445,0.0661,0.0,0.0394,0.433,134.007,-5.097912
Mashed Potato,15,0.282,0.0378,0.763,5.46e-05,0.242,0.646,145.258,-4.550015999999999
Long Road To Ruin,62,0.401,0.0401,0.000367,0.0,0.12,0.365,146.781,-3.3681840000000003
Stand By Your Man - Official Audio,54,0.563,0.0283,0.776,0.000846,0.125,0.608,105.779,-3.204411
It's a Long Way to the Top (If You Wanna Rock 'N' Roll),75,0.456,0.0894,0.133,0.0538,0.0553,0.532,135.962,-3.0645130000000003
Universally Speaking,64,0.558,0.0367,0.0887,0.00326,0.263,0.344,117.111,-2.136288
Can't Rely on You,47,0.844,0.0463,0.0943,0.000198,0.0442,0.75,115.016,-2.6694280000000004
Waking Up In Vegas,46,0.524,0.0346,0.0012,0.0,0.098,0.59,130.989,-2.728824
Alive,79,0.284,0.0422,0.00752,0.000461,0.402,0.595,75.009,-5.310375
Sweet Talk,44,0.696,0.0396,0.012,0.000326,0.219,0.671,114.932,-3.080196
Only Wanna Be With You,76,0.49,0.0355,0.107,5.19e-06,0.118,0.513,103.272,-5.1166529999999995
Mr. Jones,82,0.578,0.0363,0.183,3.06e-06,0.285,0.726,141.621,-5.3448139999999995
Don't Cha,0,0.875,0.099,0.00542,2.54e-06,0.127,0.549,120.002,-2.1927250000000003
Song for Suzy,9,0.605,0.0315,0.288,0.147,0.0812,0.665,92.001,-5.978490000000001
Hook Me Up,44,0.755,0.0719,0.0425,0.121,0.0561,0.776,133.972,-2.8484800000000003
Sirens,0,0.525,0.0281,0.00289,1.45e-05,0.142,0.507,155.028,-4.985478
Could It Be Forever - remastered,25,0.365,0.0264,0.597,2.77e-05,0.183,0.341,87.295,-3.6264349999999994
Are You Old Enough,46,0.701,0.0407,0.559,1.19e-06,0.055,0.662,122.926,-6.4929619999999995
Summer Rain,50,0.72,0.0315,0.0437,2.78e-06,0.111,0.941,128.862,-7.1205929999999995
London Bridge,0,0.77,0.356,0.199,0.0,0.208,0.65,90.937,-3.513468
Gotta Get Thru This - Radio Edit,0,0.844,0.0638,0.0259,9e-05,0.0796,0.903,133.622,-5.212109
What Lovers Do (feat. SZA),0,0.796,0.0657,0.0767,2.99e-06,0.0863,0.42,110.007,-3.1839239999999998
Truly,0,0.366,0.0381,0.646,1e-05,0.0876,0.131,68.362,-3.297014
O.P.P.,0,0.856,0.081,0.0308,7.87e-06,0.14,0.76,97.755,-7.66493
Light My Fire,44,0.479,0.035,0.708,0.031,0.35,0.761,108.372,-3.6139740000000002
"Gee Whiz, Look at His Eyes",35,0.228,0.0306,0.582,2.84e-06,0.129,0.324,179.652,-2.5636379999999996
Walk On The Wild Side,0,0.379,0.0391,0.476,0.0816,0.109,0.504,69.016,-5.397648
True Colours,37,0.547,0.037,0.635,0.0,0.0811,0.273,173.756,-2.0457799999999997
Good as Hell (feat. Ariana Grande) - Remix,66,0.668,0.0645,0.298,0.0,0.735,0.478,95.927,-2.676892
Love Really Hurts Without You,0,0.518,0.034,0.00201,4.67e-06,0.095,0.96,140.989,-3.48063
Uptown Girl - Radio Edit,0,0.649,0.0311,0.0108,0.000395,0.523,0.893,128.995,-5.229
Most Girls,0,0.753,0.0312,0.0392,0.00321,0.0664,0.692,97.919,-4.245010000000001
Glad You Came,0,0.562,0.0801,0.0383,0.0,0.11,0.539,126.883,-3.364582
Can'T Touch It,36,0.584,0.194,0.000331,0.206,0.207,0.695,103.946,-3.199141
Piece of Me,67,0.769,0.216,0.0902,0.0,0.0857,0.782,115.007,-3.2244520000000003
Never Gonna Give You Up,0,0.727,0.0369,0.135,4.35e-05,0.151,0.916,113.33,-11.131845
Anywhere For You,0,0.533,0.0663,0.0314,1.42e-06,0.104,0.336,128.022,-3.6894330000000006
Is There Something I Should Know?,48,0.57,0.076,0.0218,6.44e-06,0.285,0.776,124.856,-4.792452
Mother-in-Law - 2002 Remaster,22,0.747,0.0409,0.713,0.00024,0.303,0.753,127.416,-5.241085999999999
One,0,0.511,0.0302,0.256,0.00265,0.122,0.357,90.358,-4.642296
Don't Waste Your Time,31,0.56,0.0471,0.00717,1.62e-06,0.113,0.545,121.938,-3.5420670000000003
All Over You,42,0.316,0.0529,0.00646,1.35e-06,0.292,0.344,131.932,-4.792788
Crush,60,0.73,0.0288,0.0324,0.0,0.0928,0.603,115.033,-3.9290419999999995
A Sky Full of Stars,89,0.545,0.0279,0.00617,0.00197,0.209,0.162,124.97,-4.36995
Shameless,86,0.377,0.0589,0.0197,5.31e-05,0.174,0.0851,129.607,-3.5394870000000003
Listen To What The Man Said - 1993 Digital Remaster,0,0.502,0.0405,0.0328,4.17e-05,0.277,0.531,113.171,-5.736960000000001
Bedroom Floor,0,0.678,0.0644,0.301,0.000136,0.112,0.218,119.977,-4.816147
In2,55,0.553,0.129,0.342,0.0,0.141,0.561,98.368,-4.2725480000000005
Rise & Fall,34,0.576,0.0579,0.0834,0.0,0.0526,0.552,98.022,-4.24598
Bitter Tears,0,0.587,0.0304,0.0109,2.62e-06,0.195,0.682,113.97,-4.2478739999999995
Shotgun,81,0.673,0.0457,0.286,0.0,0.242,0.754,115.744,-3.4787549999999996
Home,35,0.618,0.0602,0.00631,6.41e-05,0.0729,0.27,100.015,-5.1423000000000005
Long Day,43,0.458,0.0431,0.00279,0.0,0.15,0.6,104.103,-5.435886
Let My Love Open The Door,67,0.651,0.0545,0.365,0.000117,0.0742,0.729,164.912,-6.354343
Wolves,0,0.715,0.0394,0.139,0.0,0.177,0.327,124.989,-3.7268940000000006
I Don't Wanna Be In Love (Dance Floor Anthem),38,0.642,0.042,0.0233,0.0,0.19,0.556,124.946,-2.7475
No Money,71,0.671,0.0397,0.0282,0.00762,0.24,0.803,126.01,-3.6768240000000003
Savage,71,0.843,0.334,0.0252,0.0,0.096,0.68,168.983,-4.156269
"1, 2 Step (feat. Missy Elliott) - Main",56,0.939,0.161,0.0444,0.00128,0.0475,0.801,113.053,-5.448119999999999
Drops of Jupiter (Tell Me),82,0.481,0.0276,0.153,0.0,0.154,0.497,79.064,-3.7399560000000003
Down,82,0.727,0.0286,0.0101,0.0,0.0821,0.728,132.012,-3.0586400000000005
No Diggity,60,0.74,0.0674,0.0536,0.0,0.11,0.69,121.998,-3.951257
Rare,66,0.838,0.0706,0.208,8.01e-05,0.103,0.631,114.998,-3.6585850000000004
Fight For Your Right,74,0.503,0.0657,0.00757,0.00234,0.0803,0.419,133.615,-5.401968
Feel the Beat,57,0.569,0.0638,0.00618,0.834,0.287,0.504,137.822,-6.3663490000000005
Great Southern Land,0,0.717,0.0278,0.244,0.000145,0.067,0.468,120.142,-4.7215169999999995
Soak Up The Sun,57,0.711,0.0432,0.0378,0.0,0.107,0.698,119.974,-3.69411
Smells Like Teen Spirit,0,0.48,0.0429,1.62e-05,0.000751,0.103,0.826,116.754,-5.16075
Looking for an Echo,37,0.628,0.0275,0.633,0.0,0.0809,0.312,106.271,-4.257000000000001
Sundown,74,0.794,0.029,0.334,1.04e-05,0.0703,0.751,105.732,-6.615084
And I Love You So,27,0.417,0.0262,0.925,0.253,0.155,0.244,91.653,-3.5940899999999996
Three Little Pigs,51,0.449,0.225,0.0115,3.66e-05,0.514,0.339,144.469,-4.7291
Kings & Queens,0,0.637,0.0405,0.00786,0.0,0.124,0.457,129.857,-2.79933
Because I Love You,43,0.386,0.0339,0.701,0.119,0.582,0.389,151.209,-5.68642
1-800-273-8255,0,0.627,0.0373,0.568,1.52e-06,0.198,0.361,100.041,-4.426136
When Will I Be Loved,2,0.521,0.0385,0.311,0.0,0.384,0.812,118.029,-3.16128
Work,0,0.725,0.0946,0.0752,0.0,0.0919,0.558,91.974,-3.3310920000000004
Wild Weekend,3,0.554,0.039,0.446,0.0756,0.112,0.879,123.583,-7.864350000000001
Kiss My (Uh Oh),50,0.638,0.0484,0.0151,0.000223,0.308,0.481,103.948,-3.195042
Tell Him (Duet with Barbra Streisand),0,0.261,0.0491,0.623,0.0,0.105,0.0793,74.463,-3.4762399999999998
Time to Pretend,20,0.457,0.0474,9.31e-05,0.161,0.234,0.47,100.98,-3.030768
I Just Wanna Live,53,0.804,0.0347,0.0148,0.0,0.107,0.9,111.023,-3.9295359999999997
Three Little Birds,15,0.814,0.0588,0.0111,1.57e-06,0.0476,0.615,148.404,-5.057626
All In My Head (Flex) (feat. Fetty Wap),65,0.689,0.053,0.023,0.0,0.0526,0.755,95.04,-4.108454
Out Of The Blue,32,0.445,0.0281,0.197,0.0,0.104,0.238,75.845,-2.88473
Romeo's Tune,62,0.571,0.0307,0.404,0.00961,0.299,0.733,95.027,-4.0700449999999995
The Only Way Is Up (Original),0,0.623,0.0416,0.101,0.00403,0.267,0.712,124.614,-9.177552
Check It Out,0,0.858,0.0746,0.0523,3.68e-05,0.103,0.7,129.991,-3.26846
I've Been Everywhere,36,0.387,0.0397,0.896,0.0131,0.153,0.922,119.788,-6.462798
Old Me,0,0.726,0.0469,0.316,0.0,0.279,0.466,127.9,-2.32624
Upside Down,2,0.887,0.0703,0.079,0.0101,0.0165,0.89,107.955,-4.616728
Rapture (feat.Nadia Ali),60,0.661,0.0377,0.0722,0.0185,0.199,0.601,123.943,-7.184565
The Tide Is High,66,0.779,0.0259,0.0417,0.0329,0.125,0.962,96.961,-4.906408000000001
Dancing Queen,2,0.539,0.0403,0.382,0.00166,0.76,0.752,100.812,-5.77252
Hang on Sloopy,33,0.747,0.0377,0.171,3e-05,0.05,0.96,114.903,-5.513508
Dog Days Are Over,0,0.494,0.0996,0.0363,0.00345,0.119,0.271,150.248,-4.280481
Fun (feat. Chris Brown),65,0.793,0.0478,0.156,0.0,0.193,0.547,113.967,-2.8382579999999997
Show Me the Night,1,0.679,0.0367,0.000109,0.183,0.128,0.769,122.975,-3.8409140000000006
Rhinestone Cowboy,45,0.687,0.0287,0.189,8.18e-05,0.0762,0.74,114.973,-5.8824570000000005
He'll Have to Stay,2,0.45,0.0406,0.984,7.58e-05,0.133,0.36,81.869,-1.2910545
So Sad (To Watch Good Love Go Bad) - 2007 Remaster,35,0.545,0.0285,0.646,0.0,0.291,0.338,102.229,-3.298371
Way Down Yonder In New Orleans,0,0.453,0.0469,0.762,0.0,0.321,0.814,142.81,-5.661600000000001
You Can't Hurry Love - Mono,38,0.7,0.105,0.479,0.0,0.119,0.617,97.682,-5.421564
I Knew You Were Trouble,0,0.499,0.0461,0.00593,1.65e-06,0.0361,0.637,76.76,-3.149448
Day After Day - Remastered 2010,60,0.399,0.0311,0.109,0.000874,0.112,0.377,101.806,-4.878832
Cheap Wine,0,0.679,0.036,0.185,0.0,0.243,0.846,123.66,-3.176415
Say My Name,69,0.729,0.0908,0.0703,0.0,0.115,0.857,118.039,-3.807616
Peer Pressure,70,0.631,0.0277,0.0299,0.0,0.122,0.42,135.826,-4.349345
Looks Like Sex,43,0.728,0.0378,0.151,0.0,0.28,0.287,104.998,-3.50304
Hanging By A Moment,0,0.54,0.0364,0.00103,0.0,0.0971,0.441,124.595,-4.244266
You're Nobody 'Til Somebody Loves You,45,0.418,0.0926,0.0113,0.0,0.0773,0.596,155.73,-2.58815
Only Want You,30,0.471,0.033,0.641,0.0,0.147,0.216,128.016,-2.9514359999999997
Can You Feel,24,0.608,0.03,0.0017,7.35e-05,0.172,0.389,113.973,-5.208228
Replay,76,0.706,0.0708,0.173,0.0,0.168,0.195,91.031,-4.748573
My Prerogative - Remastered,32,0.763,0.104,0.0081,3.45e-06,0.0739,0.636,111.026,-4.08782
Ring of Fire,75,0.659,0.0288,0.623,0.000213,0.348,0.784,104.111,-4.790565
Karma Police,0,0.36,0.026,0.0626,9.22e-05,0.172,0.317,74.807,-4.610145
Catch My Disease,0,0.766,0.0324,0.0199,2.15e-05,0.173,0.929,115.983,-4.295520000000001
Global Concepts,0,0.733,0.195,0.356,9.37e-06,0.365,0.664,107.961,-2.9861280000000003
Get Up Offa That Thing,0,0.883,0.411,0.225,2.3e-06,0.941,0.8,118.104,-6.90228
Call on Me - Radio Mix,79,0.597,0.375,0.00427,0.00115,0.839,0.447,126.342,-5.455565999999999
Hero,73,0.501,0.029,0.735,0.0,0.119,0.178,119.987,-3.54186
Cats In The Cradle,0,0.399,0.0361,0.143,0.0,0.0769,0.436,74.836,-4.935551
Coming Home,55,0.61,0.0585,0.152,3.1e-06,0.107,0.644,144.034,-6.195328000000001
Red Desert,0,0.504,0.121,0.0205,2.49e-06,0.0563,0.449,133.929,-3.71342
Don't Leave,65,0.657,0.0753,0.222,0.0,0.256,0.338,122.381,-2.391606
Cash in My Pocket (feat. Daniel Merriweather),33,0.69,0.153,0.00717,0.0,0.65,0.691,116.195,-3.64416
Live It Up,43,0.688,0.0269,0.267,0.0,0.054,0.934,119.847,-6.925908000000001
Turn Up Your Radio,35,0.411,0.0868,0.509,0.65,0.46,0.631,82.792,-9.032766
Angels,17,0.494,0.0506,0.442,1.47e-05,0.0781,0.22,167.504,-5.404784
Don't Call Me,37,0.681,0.074,0.0285,6.09e-05,0.156,0.22,113.983,-5.089986
Sun Comes Up (feat. James Arthur),61,0.619,0.0929,0.00791,0.0,0.173,0.23,106.017,-4.53024
Trigger,8,0.394,0.0382,0.368,0.000149,0.13,0.0521,120.219,-2.1976240000000002
I Don't Feel Like Dancin' - Radio Edit,69,0.711,0.0282,0.0156,0.0,0.114,0.912,108.033,-3.139752
Dark Times,0,0.585,0.0707,0.106,9.54e-06,0.14,0.24,132.986,-4.038653
Six Ribbons - Soundtrack Version,19,0.614,0.0341,0.9,0.0,0.114,0.443,114.097,-2.865657
Change Your Life,0,0.514,0.0406,0.0786,0.0,0.359,0.361,160.11,-3.0323160000000002
Met Him Last Night (feat. Ariana Grande),57,0.538,0.0262,0.22,0.0,0.101,0.12,144.978,-2.328576
Chanson d'Amour,0,0.47,0.0265,0.0293,0.000479,0.167,0.575,98.927,-5.34114
To Be Human,0,0.437,0.0403,0.162,1.64e-05,0.0838,0.23,81.884,-3.5557740000000004
The Freshmen,46,0.577,0.0235,0.0619,1.07e-05,0.11,0.279,99.662,-4.657387
South of the Border (feat. Camila Cabello & Cardi B),78,0.857,0.0825,0.148,0.0,0.0865,0.668,97.989,-3.959496
Pray For Me (with Kendrick Lamar),73,0.735,0.093,0.0762,2.17e-05,0.111,0.188,100.584,-3.3707830000000003
I Believe,51,0.491,0.027,0.653,0.0,0.164,0.238,141.724,-3.7368220000000005
"Hello, You Beautiful Thing",32,0.708,0.0376,0.542,0.0,0.0984,0.268,138.072,-4.6266680000000004
Anyone Who Had a Heart - 2003 Remaster,48,0.49,0.0312,0.821,0.257,0.221,0.413,80.371,-4.87214
Holy Grail,0,0.648,0.0369,0.125,0.0071,0.337,0.712,100.896,-3.986444
Return To Innocence,69,0.476,0.038,0.119,0.0,0.274,0.417,88.026,-7.216487999999999
City Lights,16,0.402,0.0437,0.00628,0.183,0.157,0.49,114.641,-6.919128
"I'll Be Missing You (feat. Faith Evans, 112)",75,0.862,0.0645,0.0523,0.00126,0.589,0.924,109.877,-4.406321
Since U Been Gone,51,0.664,0.0343,0.00169,0.0502,0.113,0.409,131.006,-3.994731
Too Much Love Will Kill You - Remastered 2011,67,0.385,0.0313,0.58,6.31e-05,0.159,0.21,72.933,-3.00279
Teach Your Children,67,0.497,0.0264,0.643,1.69e-05,0.389,0.667,154.707,-4.143045
Total Eclipse of the Heart,51,0.431,0.0781,0.204,0.0,0.302,0.18,131.442,-6.130405999999999
Sunchyme,64,0.694,0.0734,0.0115,0.1,0.0916,0.333,132.994,-4.448281
Flowers,90,0.707,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,-2.9453250000000004
Listen To Your Heart,0,0.539,0.0275,0.108,0.0,0.111,0.337,86.063,-2.877105
Love & Devotion - Club Mix,41,0.784,0.243,0.0121,0.000549,0.0873,0.631,102.171,-6.021629000000001
Couldn't Get It Right,61,0.727,0.0392,0.0234,0.0136,0.109,0.652,102.589,-7.098434
Tainted Love,64,0.542,0.0361,0.558,6.43e-06,0.579,0.626,144.437,-4.4689499999999995
7 Days and One Week - Radio Edit,7,0.778,0.051,0.00316,0.876,0.0573,0.498,137.863,-7.5752880000000005
Most Girls,0,0.755,0.0888,0.0416,0.0,0.0891,0.406,102.991,-4.065239999999999
Tell It on the Mountain,33,0.619,0.0357,0.757,0.0,0.259,0.658,116.379,-2.774952
"I Donât Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",0,0.735,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,-3.7766740000000003
Way Back Home - Original,50,0.543,0.0837,0.0965,0.0089,0.161,0.445,126.0,-4.484844000000001
On My Own,65,0.62,0.0264,0.337,6.13e-05,0.312,0.483,92.093,-5.211528
Walking the Dog - Mono,37,0.803,0.0326,0.711,0.000561,0.0623,0.774,115.771,-4.462301999999999
Dynamite,73,0.754,0.0853,0.00332,0.0,0.0329,0.818,119.968,-2.5543080000000002
Hearts a Mess,0,0.77,0.037,0.0794,0.18,0.166,0.525,125.081,-4.800582
Heat Waves,48,0.761,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,-3.6225000000000005
Universe,0,0.568,0.0344,0.475,1.45e-05,0.158,0.601,81.098,-4.966821
I Lived,0,0.596,0.0456,0.0734,0.0,0.248,0.317,120.017,-4.58109
Zoom,54,0.557,0.0251,0.0799,0.0,0.183,0.587,104.733,-5.2474359999999995
I Told the Brook,7,0.553,0.0313,0.898,6.32e-06,0.107,0.355,106.575,-2.925908
Midnight Blue,58,0.641,0.0284,0.105,0.0335,0.0714,0.659,113.758,-5.98158
Written in the Scars,48,0.597,0.128,0.0198,0.0,0.0893,0.631,166.201,-5.627232
Ma Belle Amie - US Version,0,0.425,0.0458,0.1,0.000749,0.169,0.701,86.562,-5.519419
Choir,53,0.653,0.0656,0.0707,0.0,0.0878,0.671,87.01,-2.26171
We All Want The Same Thing,44,0.706,0.0358,0.111,0.0,0.121,0.783,117.007,-3.4311279999999997
You're in My Heart (The Final Acclaim),47,0.554,0.0341,0.632,0.0,0.13,0.354,103.293,-3.614448
Love Myself,0,0.617,0.0677,0.0026,0.0,0.419,0.324,122.925,-5.149815
Easier,1,0.505,0.221,0.489,0.0,0.0977,0.618,175.813,-2.398512
Would You Ever,63,0.653,0.0566,0.0079,0.0,0.318,0.0921,126.047,-3.0576
Not Over,0,0.598,0.0321,0.00245,2.38e-05,0.19,0.73,114.024,-3.15088
Not In Love - Radio Mix,0,0.765,0.0387,0.0406,0.0,0.0604,0.873,117.032,-4.61085
I See Red,44,0.298,0.0731,0.357,6.57e-06,0.471,0.393,187.284,-10.524951999999999
Church,0,0.556,0.0346,0.0279,0.0,0.41,0.231,94.054,-3.3387620000000005
A Glass Of Champagne,48,0.561,0.0303,0.21,0.000476,0.428,0.963,137.93,-8.148427
Mousetrap Heart,39,0.6,0.0439,0.0316,0.0,0.0655,0.853,79.944,-3.004483
The Most Beautiful Girl,51,0.566,0.0265,0.702,3.36e-06,0.101,0.458,103.233,-4.245011
Best Night,47,0.667,0.0571,0.00635,0.0,0.0636,0.538,128.023,-2.800179
Cry Baby,2,0.476,0.0379,0.809,3.12e-06,0.579,0.682,152.712,-4.054886
Scar,58,0.653,0.0522,0.378,0.0,0.276,0.834,91.787,-4.472841
Better,71,0.442,0.0964,0.0984,0.391,0.14,0.116,97.565,-6.04422
Double Vision,33,0.581,0.0587,0.0018,0.0,0.413,0.629,120.041,-2.839824
Unorthodox,28,0.719,0.0358,0.00511,7.13e-06,0.223,0.539,112.001,-3.726588
Da Doo Ron Ron (When He Walked Me Home),61,0.535,0.0459,0.48,3.42e-05,0.141,0.613,148.835,-6.003801
Love Me Two Times,68,0.684,0.041,0.332,5.16e-06,0.122,0.839,132.846,-4.3408619999999996
Crash,0,0.71,0.054,0.227,0.0982,0.093,0.254,104.018,-3.812595
