Track Name,Popularity,Danceability,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,intensity
Small Town,0,0.66,0.0333,0.157,0.00545,0.312,0.632,123.132,-2.44536
Pictures Of You,57,0.555,0.0341,0.214,0.0,0.0763,0.6,104.065,-3.0780860000000003
Ho Hey,0,0.684,0.03,0.773,1.33e-06,0.0787,0.369,79.924,-4.2308140000000005
We Do It,32,0.362,0.0671,0.758,0.086,0.343,0.494,165.685,-5.54582
Strut,46,0.91,0.039,0.295,0.00214,0.141,0.975,114.659,-8.47879
Carol,15,0.399,0.104,0.018,0.0,0.397,0.831,159.622,-7.536456
You're the Voice,68,0.502,0.0394,0.393,0.000138,0.608,0.722,85.209,-7.82232
Hello Mary Lou (Goodbye Heart),49,0.559,0.0328,0.158,6.89e-06,0.0793,0.964,98.661,-5.14566
Take It Back,0,0.5,0.0766,0.000966,0.0,0.313,0.373,126.655,-3.294012
Bridges,46,0.389,0.137,0.017,0.0,0.101,0.27,169.539,-4.033508
Woman - Mono; 2003 Remaster,19,0.609,0.0281,0.451,2.84e-06,0.086,0.69,109.08,-5.100784
Train Wreck,56,0.311,0.0365,0.701,0.0,0.0726,0.225,77.355,-2.77711
Father And Son,0,0.518,0.0279,0.302,0.0,0.123,0.146,146.048,-4.229849
It Ain't Me,0,0.607,0.0927,0.113,0.0,0.0812,0.461,100.027,-3.6099600000000005
Pyro,0,0.365,0.0415,0.00757,0.052,0.103,0.191,114.995,-4.347444
Signs,33,0.451,0.119,0.656,0.0,0.181,0.575,154.02,-6.284544
More Than I Can Say,51,0.707,0.0246,0.0775,3.65e-05,0.283,0.677,96.287,-6.815552
What You Need,0,0.661,0.106,0.0421,0.00494,0.155,0.491,115.941,-4.122814
Watching You,30,0.7,0.095,0.00338,0.0,0.286,0.741,130.024,-4.541295000000001
Standing With You,50,0.476,0.0353,0.159,0.0,0.0967,0.115,111.917,-3.0956960000000002
Out With My Baby,16,0.804,0.161,0.11,0.0,0.198,0.386,101.031,-2.842266
Need You Tonight,53,0.793,0.0832,0.0473,0.487,0.0877,0.781,108.698,-4.68785
Our House,64,0.601,0.0554,0.0285,7.71e-05,0.127,0.708,121.66,-6.85993
I Want To Know What Love Is - Single Edit,20,0.475,0.042,0.397,1.09e-05,0.0744,0.596,166.444,-4.50512
Summer Paradise (feat. Sean Paul) - Single Version,65,0.421,0.0542,0.0132,0.0,0.092,0.751,171.935,-3.62913
I Found You (with Calvin Harris),60,0.775,0.0469,0.033,0.0579,0.298,0.379,122.994,-3.657168
You Weren't in Love with Me,0,0.547,0.0279,0.22,0.0,0.237,0.393,121.948,-4.196688
Sealed with a Kiss,49,0.431,0.0262,0.708,1.74e-05,0.181,0.665,86.172,-3.63461
Androgyny - 2021 Remaster,17,0.731,0.0421,0.264,4.3e-06,0.0932,0.633,92.999,-5.186886
Accidents Happen,0,0.66,0.0482,0.00378,0.00498,0.0865,0.488,130.046,-4.891548
One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],0,0.822,0.0587,0.213,8.55e-05,0.108,0.577,118.99,-4.519691
"That's What Friends Are For (with Elton John, Gladys Knight & Stevie Wonder)",59,0.673,0.0313,0.294,0.0,0.086,0.199,120.117,-4.187898
Radioactive,76,0.448,0.0627,0.106,0.000108,0.668,0.236,136.245,-2.889824
You're My Best Friend - Remastered 2011,69,0.518,0.0452,0.158,0.00765,0.0715,0.576,118.738,-5.346025
With A Little Help From My Friends,0,0.311,0.0569,0.306,0.000488,0.129,0.316,141.854,-4.72213
World Where You Live,0,0.572,0.035,0.102,3.38e-06,0.172,0.905,110.422,-6.93602
The Show Must Go On - Remastered 2011,71,0.426,0.0329,0.409,0.0,0.112,0.189,84.141,-4.7581620000000004
Last Night,90,0.492,0.0389,0.467,0.0,0.142,0.478,203.759,-3.6828000000000003
Intentions (feat. Quavo),78,0.806,0.0575,0.3,0.0,0.102,0.874,147.986,-3.623802
Cola,75,0.706,0.0325,0.0245,0.512,0.135,0.444,122.007,-5.84896
Tearin' up My Heart - Radio Edit,69,0.687,0.0392,0.00211,1.26e-05,0.344,0.747,110.06,-4.292568
Moments (feat. Gavin James),0,0.632,0.326,0.387,0.0,0.0991,0.311,82.227,-5.200492
Hammerhead,43,0.67,0.0301,0.0775,0.0,0.147,0.548,120.33,-5.498276
Everybody Talks,82,0.471,0.0586,0.00301,0.0,0.313,0.725,154.961,-3.609144
Chasing The Sun,71,0.637,0.0965,0.244,0.0,0.498,0.68,128.108,-4.544988
Sweetest Thing - The Single Mix,46,0.533,0.0356,0.0761,5.05e-05,0.336,0.552,142.249,-4.369288
Dancing With A Stranger (with Normani),77,0.741,0.0656,0.45,1.97e-06,0.222,0.347,102.998,-3.9067600000000002
Sussudio - 2016 Remaster,47,0.7,0.0895,0.0555,0.0643,0.0512,0.748,121.182,-4.859195000000001
All The Things She Said,0,0.604,0.0387,0.0359,0.00854,0.105,0.447,89.994,-4.7533199999999995
FWMGAB,54,0.654,0.0346,0.0978,0.0,0.731,0.172,94.132,-1.598256
Won't Go Home Without You,0,0.737,0.0317,0.0149,0.0,0.102,0.41,110.023,-2.3124
Classic,65,0.72,0.125,0.0383,0.0,0.156,0.755,102.068,-3.70194
Come Said The Boy - Digitally Remastered,54,0.692,0.0342,0.244,0.00261,0.163,0.481,117.847,-3.912036
Sail The Wildest Stretch,31,0.432,0.0311,0.00392,0.00271,0.301,0.451,139.757,-4.28449
Dynamite,0,0.746,0.0993,0.0112,0.0,0.0936,0.737,114.044,-3.37365
If You Love Someone,53,0.618,0.0443,0.00137,1.27e-05,0.297,0.683,97.986,-3.748706
Let The Night Roll On,0,0.402,0.0391,0.00498,0.0,0.036,0.618,132.097,-7.603109999999999
Goldfinger - Main Title,0,0.408,0.0377,0.373,0.0,0.263,0.415,104.877,-4.406237999999999
You Don't Know How It Feels,68,0.765,0.0321,0.119,0.0011,0.171,0.836,144.204,-3.711286
Brown Eyed Girl,85,0.491,0.0376,0.185,0.0,0.406,0.908,150.566,-6.392012
Little Lies,0,0.63,0.0266,0.124,4.78e-05,0.158,0.893,124.825,-6.753408
Myself,69,0.745,0.072,0.465,1.12e-06,0.0338,0.902,195.918,-3.0927930000000003
In the Shadows,72,0.6,0.0275,0.000109,5.2e-05,0.484,0.75,105.991,-3.566876
Breaking Me,79,0.789,0.218,0.223,0.0,0.129,0.664,122.031,-4.06944
The Last Day on Earth,48,0.61,0.0256,0.564,0.000897,0.0923,0.168,79.002,-3.46016
Mama,60,0.615,0.0321,0.345,0.543,0.0963,0.811,95.848,-6.8467519999999995
Under The Milky Way,56,0.549,0.0288,0.0429,0.175,0.118,0.481,136.0,-3.49883
Creep,2,0.515,0.0369,0.0102,0.000141,0.129,0.104,91.841,-4.27205
All the Way,18,0.485,0.0427,0.0123,0.0,0.18,0.194,128.023,-2.7312119999999998
What Would You Do?,0,0.738,0.235,0.244,0.0,0.469,0.833,95.942,-5.68032
Louder (feat. Sian Evans) - Radio Edit,56,0.31,0.0464,0.0184,0.00792,0.483,0.493,139.85,-1.047306
U Sure Do,39,0.702,0.0713,0.0146,0.482,0.117,0.4,127.964,-7.979775999999999
Simple Man,0,0.433,0.0443,0.00296,0.00166,0.268,0.415,120.574,-6.624828
Where Is My Mind?,77,0.513,0.0343,0.00731,0.000838,0.0878,0.243,81.201,-5.979818
Baby Did A Bad Bad Thing,27,0.58,0.09,0.389,0.00051,0.111,0.556,152.532,-4.1700159999999995
Uptight Downtown,0,0.752,0.028,0.00138,0.00851,0.208,0.961,123.217,-5.763204
I Don't Wanna Be In Love (Dance Floor Anthem),61,0.64,0.0428,0.0226,0.0,0.187,0.573,124.968,-2.306356
Abuse Me,48,0.475,0.0319,0.303,1.78e-05,0.108,0.33,103.653,-5.575948
Jackie Chan,52,0.742,0.0476,0.339,0.0,0.0595,0.694,128.022,-2.311204
It's All Coming Back to Me Now,0,0.384,0.0361,0.753,0.0,0.101,0.286,87.624,-4.007262
Whatcha Say,63,0.615,0.0779,0.0444,0.0,0.145,0.711,144.036,-3.9154769999999997
Swear It Again - Radio Edit,0,0.57,0.0297,0.333,0.0,0.12,0.327,130.099,-3.5077959999999995
Blame It on the Rain,55,0.758,0.0774,0.00326,0.000169,0.0946,0.506,97.515,-5.086876999999999
1973,72,0.72,0.0269,0.0652,0.00664,0.0789,0.768,123.007,-5.295904
How To Make Gravy,0,0.396,0.0357,0.0552,0.0,0.245,0.36,94.646,-4.397505
Yeah! (feat. Lil Jon & Ludacris),86,0.894,0.112,0.0183,0.0,0.0388,0.583,105.018,-3.7169090000000002
Chateau,61,0.661,0.0368,0.637,0.863,0.111,0.603,129.987,-6.606813
All Along the Watchtower,59,0.429,0.0657,0.00282,2.44e-05,0.0882,0.625,113.279,-5.076624
Lambada - Original Version 1989,74,0.756,0.0329,0.211,0.000724,0.0466,0.967,118.924,-4.1264
Homosapien,0,0.603,0.0577,0.00121,4.69e-06,0.754,0.686,132.82,-6.416176
Scars,48,0.424,0.0624,0.092,0.00044,0.11,0.205,129.768,-3.9848320000000004
Twilight Zone,57,0.656,0.0399,0.00785,3.49e-05,0.0927,0.542,118.56,-4.926096
Softly Whispering I Love You,21,0.285,0.0385,0.408,0.0,0.538,0.243,103.566,-4.278424
Call Me When You're Sober,0,0.459,0.0518,0.00234,0.0,0.291,0.304,93.469,-3.6021419999999997
You Don't Own Me,8,0.459,0.0246,0.112,0.00415,0.158,0.48,101.706,-4.914645
Bless You,9,0.491,0.0359,0.518,0.0,0.108,0.811,125.619,-4.381686
What's Up? - Edit,0,0.575,0.0265,0.14,0.0,0.0997,0.519,134.323,-4.420692000000001
With Or Without You - Remastered,0,0.542,0.0295,0.000228,0.416,0.148,0.105,110.184,-5.031149999999999
N Dey Say - Album Version / Explicit,0,0.866,0.0385,0.232,0.0,0.182,0.719,97.656,-3.108672
Island In The Sun,0,0.654,0.0288,0.00719,0.00251,0.165,0.661,114.623,-5.0706
Your Love - Radio Edit,13,0.61,0.036,0.000708,0.0341,0.42,0.487,126.011,-3.4793039999999995
Used To Love (with Dean Lewis),64,0.651,0.0375,0.458,0.0,0.335,0.392,118.97,-3.272346
Dance Hall Days,69,0.664,0.0406,0.259,0.00587,0.221,0.54,102.74,-8.490435
What It's Like,0,0.652,0.0269,0.0916,0.00686,0.114,0.417,85.191,-3.914552
Never Let You Go,0,0.239,0.0349,0.0089,0.0,0.208,0.157,110.643,-4.182948
Like Only A Woman Can,37,0.29,0.031,0.553,0.0,0.0976,0.246,156.298,-3.265731
One Way Road,40,0.625,0.0498,0.131,1.98e-05,0.127,0.768,115.887,-5.14446
Live With Friends,12,0.478,0.0351,0.225,0.0,0.226,0.634,117.401,-4.628358
No Excuses,59,0.827,0.0517,0.0224,0.0,0.0417,0.523,115.016,-2.5306680000000004
Dr. Feelgood,0,0.53,0.0577,0.000837,0.0119,0.262,0.433,110.98,-4.85996
Everywhere,70,0.523,0.0762,0.0136,0.000255,0.165,0.476,96.952,-3.8882879999999997
Fake A Smile,62,0.447,0.0322,0.212,0.0,0.165,0.252,149.877,-2.6638010000000003
Lights & Music,54,0.612,0.0412,0.0763,0.119,0.749,0.543,125.981,-3.949434
Omen - Radio Edit,0,0.646,0.174,0.103,0.0,0.373,0.675,106.071,-3.790979
Futon Couch,34,0.711,0.0589,0.207,0.0,0.314,0.517,93.923,-3.4282500000000002
Cruel - Remastered,12,0.527,0.0272,0.0516,0.0,0.0711,0.13,145.646,-2.616618
California Gurls,73,0.788,0.0536,0.0038,0.0,0.18,0.403,125.005,-2.79363
Can I Get a Moment?,35,0.804,0.0969,0.0135,1.98e-05,0.283,0.887,107.998,-1.7878199999999997
Just Can't Get Enough,77,0.766,0.0353,0.403,0.0584,0.183,0.919,128.168,-7.227464
One Way Or Another,57,0.445,0.0602,0.00402,0.00909,0.047,0.834,162.407,-5.4883679999999995
Whisper Your Name,24,0.597,0.0424,0.0305,0.0,0.22,0.591,172.46,-5.354745
I (Who Have Nothing),12,0.43,0.0355,0.509,8.71e-05,0.0713,0.361,113.76,-4.082638
A Little Less Conversation - JXL Radio Edit Remix,60,0.59,0.0488,0.000154,0.293,0.155,0.686,114.996,-4.749216
Get Shaky - Radio Edit,53,0.711,0.0958,0.0418,0.00482,0.217,0.647,127.972,-3.098556
Chained To The Rhythm,0,0.448,0.165,0.0733,0.0,0.146,0.462,189.798,-4.295763000000001
Daniel,72,0.688,0.029,0.38,4.93e-05,0.0864,0.897,132.071,-5.6977649999999995
"Footloose - From ""Footloose"" Soundtrack",70,0.564,0.0536,0.159,4.36e-05,0.118,0.582,173.938,-4.91029
Beautiful Noise,58,0.525,0.0287,0.119,0.0,0.152,0.729,127.078,-5.265428
Hey Baby - Remastered,0,0.632,0.037,0.203,0.0,0.307,0.557,130.052,-4.727328000000001
20 Good Reasons,55,0.419,0.0355,0.0284,0.0,0.209,0.149,93.012,-3.575559
Shadows,0,0.547,0.0337,0.00351,0.0,0.124,0.331,119.012,-4.52396
SexyBack (feat. Timbaland),82,0.967,0.0789,0.0584,0.0,0.0519,0.964,117.0,-3.242646
International Smile,0,0.516,0.0494,0.0268,0.0,0.17,0.518,130.137,-3.5208
Adore You,88,0.676,0.0483,0.0237,7e-06,0.102,0.569,99.048,-2.833425
Why'd You Only Call Me When You're High?,1,0.691,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,-4.087618
Quit Playing Games (With My Heart),72,0.8,0.034,0.0559,2.18e-06,0.141,0.903,100.035,-5.405399999999999
You Really Got Me - Mono Mix,0,0.567,0.102,0.0995,6.07e-05,0.1,0.961,137.377,-3.665298
Dandy,14,0.543,0.0307,0.152,0.0,0.0771,0.666,93.491,-4.629659999999999
Differences,71,0.562,0.0558,0.318,0.0,0.311,0.423,62.876,-2.719332
He's Just No Good For You,34,0.663,0.0289,0.00686,0.0,0.139,0.938,118.159,-7.0015719999999995
Tennessee Bird Walk,33,0.711,0.0335,0.092,5.3e-05,0.0699,0.88,130.224,-5.868954
When the Weather Is Fine,19,0.509,0.0339,0.273,0.0,0.108,0.248,168.185,-3.323814
Call Me Maybe,85,0.783,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,-3.79784
Somewhere Only We Know,0,0.445,0.0258,0.0575,1.08e-05,0.0832,0.334,172.016,-3.98073
Sunday,32,0.606,0.169,0.0323,0.0,0.0588,0.498,139.131,-3.371984
Am I That Easy To Forget,32,0.331,0.0317,0.248,4.23e-06,0.134,0.336,109.718,-4.225326
I Got You Babe,72,0.629,0.0278,0.136,5.44e-06,0.132,0.6,110.583,-4.7859
"Tom's Diner - 7"" Version",58,0.863,0.0678,0.0376,0.0215,0.0532,0.544,99.102,-4.899228
Head & Heart (feat. MNEK),63,0.732,0.0662,0.168,1.17e-05,0.0489,0.905,122.961,-2.7600919999999998
Fraction Too Much Friction,39,0.663,0.0289,0.347,0.0064,0.0543,0.934,99.957,-7.49847
Let Me Love You (Until You Learn To Love Yourself),71,0.658,0.0393,0.248,0.0,0.368,0.248,124.91,-4.487156000000001
The Power,17,0.66,0.117,0.312,1.02e-06,0.571,0.52,128.01,-5.837682
Jumpstart,42,0.575,0.0633,0.0039,4.28e-05,0.294,0.864,143.999,-3.5435049999999997
Southern Sun,0,0.539,0.0346,0.15,0.000623,0.208,0.503,118.316,-4.336554
I Got You Babe,69,0.756,0.0709,0.0806,7.89e-05,0.114,0.863,173.818,-7.931220000000001
Thunderstruck,24,0.46,0.0415,0.000187,0.543,0.291,0.12,132.04,-4.18616
Mmm Mmm Mmm Mmm,47,0.585,0.0226,0.236,2.22e-05,0.0609,0.383,92.949,-4.274556
Dead And Gone,39,0.7,0.321,0.0415,0.0,0.477,0.432,134.986,-3.430202
Something's Missing (In My Life),3,0.377,0.0335,0.0677,0.0,0.283,0.269,83.357,-5.211180000000001
Every Little Step,0,0.781,0.0401,0.00911,0.0,0.0357,0.909,100.231,-7.85059
Ferry Cross the Mersey - Mono Version; 1997 Remaster,19,0.435,0.0281,0.273,5.15e-06,0.112,0.587,104.318,-3.6614160000000004
Evie (Part One),55,0.481,0.112,0.0369,0.000212,0.373,0.786,89.866,-3.7268499999999998
We've Only Just Begun,62,0.373,0.0306,0.749,9.41e-06,0.102,0.317,86.467,-3.863307
Run It!,0,0.85,0.102,0.0246,0.0,0.387,0.217,100.957,-3.221688
(Love Is) Thicker Than Water,50,0.582,0.0254,0.137,4.98e-05,0.0755,0.528,96.361,-4.565484
Shallow - Radio Edit,74,0.575,0.031,0.416,0.0,0.0872,0.277,95.801,-2.1638100000000002
Cups (Pitch Perfectâs âWhen Iâm Goneâ) - Pop Version,67,0.887,0.114,0.0514,0.00667,0.0338,0.715,129.908,-3.9601800000000003
"Night Fever - From ""Saturday Night Fever"" Soundtrack",53,0.737,0.0288,0.0241,0.00479,0.135,0.902,109.16,-8.127368
"Take My Breath Away - Love Theme from ""Top Gun""",2,0.351,0.0385,0.0284,0.0,0.867,0.435,96.153,-3.233208
I Miss You (feat. Julia Michaels),72,0.693,0.0448,0.299,7.64e-06,0.0955,0.369,105.002,-4.668768
I Wanna Be Down,67,0.703,0.0415,0.177,0.0,0.726,0.661,86.038,-3.055535
Didn't I,59,0.606,0.0306,0.0182,0.0,0.125,0.258,123.943,-4.142654
I Still Haven't Found What I'm Looking For,81,0.564,0.0368,0.0135,0.00191,0.0861,0.657,100.894,-7.294176
"Taller, Stronger, Better - Radio Mix",28,0.334,0.0384,0.443,0.0,0.149,0.159,129.405,-2.85481
Stuck On You,75,0.509,0.0305,0.621,5.28e-05,0.0878,0.247,131.783,-5.091971
Fishin' in the Dark,45,0.771,0.0444,0.198,0.0,0.0888,0.906,77.756,-4.620258
Heart And Soul,36,0.431,0.0391,0.353,0.00078,0.0448,0.696,180.416,-5.789321999999999
Lover (Remix) [feat. Shawn Mendes],72,0.448,0.064,0.433,0.0,0.0862,0.422,205.272,-4.327128
Blue On Blue,15,0.592,0.0242,0.748,0.0,0.381,0.527,97.717,-3.557372
Don't Stop 'Til You Get Enough,78,0.878,0.089,0.126,0.0461,0.183,0.947,118.881,-8.107375
Cheerleader - Felix Jaehn Remix Radio Edit,82,0.782,0.0309,0.166,1.18e-05,0.16,0.603,118.016,-4.2723450000000005
Shouldâve Been Us,0,0.65,0.119,0.00408,6.69e-06,0.0759,0.467,89.974,-4.169338
Here With Me,69,0.555,0.0277,0.113,3.43e-06,0.0747,0.333,83.382,-4.590476
"Burning Bridges - From ""Kelly's Heroes""",42,0.401,0.0382,0.521,0.0,0.213,0.949,90.356,-6.313025
For The Love Of Him,19,0.475,0.0313,0.802,3.12e-05,0.743,0.659,113.766,-5.255232
Rude Boy,0,0.563,0.127,0.113,0.0,0.0788,0.812,173.906,-3.3720000000000003
Burn,64,0.559,0.0432,0.31,0.0,0.105,0.329,87.016,-3.909087
I Can Help,52,0.471,0.0513,0.511,0.019,0.232,0.53,125.313,-6.12225
Current Stand,39,0.561,0.032,0.117,0.0,0.324,0.428,105.914,-7.430472000000001
Kill For Your Love,56,0.81,0.205,0.211,2.44e-06,0.371,0.42,119.991,-6.152256
After the Loving,15,0.532,0.0292,0.675,0.00387,0.121,0.444,115.008,-4.9709200000000004
Killer Queen - Remastered 2011,0,0.535,0.0544,0.391,0.0,0.133,0.612,117.218,-4.118226
Heartbreaker (feat. Jay-Z),68,0.524,0.37,0.383,0.0,0.349,0.789,200.031,-4.791551999999999
I Don't Like Mondays,67,0.464,0.0393,0.717,0.0,0.151,0.476,143.603,-3.16204
Regulate,0,0.849,0.216,0.306,1.65e-06,0.115,0.763,95.262,-6.772479000000001
Runaway,59,0.767,0.0364,0.024,0.000299,0.151,0.908,95.03,-3.2139420000000003
If It's Love,0,0.625,0.145,0.0127,2.94e-06,0.302,0.639,94.965,-3.195558
Stand By You,67,0.506,0.26,0.146,0.000451,0.0868,0.525,188.03,-4.154904
Something,70,0.644,0.0439,0.0271,9.67e-05,0.11,0.379,140.012,-6.517764
Hurts So Good,0,0.672,0.049,0.082,0.0,0.0962,0.379,120.036,-2.949712
You Raise Me Up,0,0.129,0.0314,0.631,0.0,0.0886,0.172,75.048,-2.361368
To The Moon And Back,0,0.59,0.0345,0.02,1.26e-05,0.0976,0.347,104.115,-5.669510000000001
You Shook Me All Night Long,37,0.502,0.0611,0.00227,2.38e-05,0.375,0.857,127.285,-4.083031
Window Shopper,0,0.534,0.191,0.0915,0.0,0.489,0.484,174.199,-4.44024
You Wear It Well,0,0.541,0.0316,0.464,9.21e-06,0.285,0.886,127.311,-5.7138979999999995
1 Thing,54,0.636,0.332,0.115,3.75e-05,0.0416,0.891,125.085,-4.430117999999999
I've Been Thinking About You,69,0.678,0.0396,0.0236,0.00192,0.0744,0.899,113.542,-8.366005000000001
You Give Love A Bad Name,85,0.541,0.0505,0.0663,2.25e-06,0.344,0.812,122.803,-2.82912
Thunderstruck,64,0.495,0.0349,0.000128,0.0216,0.207,0.231,133.474,-4.996092
Holidae In,62,0.81,0.181,0.0893,0.0,0.0838,0.948,153.067,-4.674019
Listen to the Music,61,0.643,0.0349,0.214,4.21e-06,0.069,0.881,105.922,-7.967322
I Only Wanna Be with You,53,0.594,0.0534,0.35,2.83e-05,0.547,0.951,131.83,-8.95742
Breakaway,0,0.267,0.0337,0.0426,9.44e-06,0.108,0.396,160.026,-2.9693949999999996
Looking for Me,65,0.641,0.0288,0.00441,0.000862,0.0809,0.449,121.027,-6.102544
Keith,1,0.6,0.136,0.000852,0.00115,0.0623,0.493,103.06,-3.628254
Foolish Little Girl,0,0.739,0.0321,0.452,0.0,0.331,0.922,111.07,-4.403018
Don't Call Me Baby,60,0.808,0.0311,0.0585,0.00689,0.35,0.961,124.999,-6.469416
Devil Inside,58,0.588,0.037,0.000818,0.458,0.104,0.537,150.795,-4.3951839999999995
Break Free,80,0.687,0.0455,0.0064,4.35e-05,0.204,0.284,129.956,-3.7374479999999997
When Doves Cry,74,0.729,0.049,0.0102,4.45e-05,0.443,0.84,126.47,-4.562257000000001
Tsunami (Jump) - Radio Edit,0,0.699,0.142,0.0421,0.000332,0.0854,0.389,127.966,-1.09493
Unpretty - Radio Version,0,0.66,0.0421,0.00111,0.000399,0.127,0.564,88.683,-3.937983
Right Place Right Time,0,0.489,0.0538,0.0578,0.0,0.22,0.443,139.941,-3.941814
Don't Go Breaking My Heart,60,0.742,0.038,0.177,5.59e-06,0.0699,0.776,131.193,-6.7512490000000005
One Life Stand,51,0.781,0.0381,0.00211,0.0427,0.0735,0.787,120.148,-2.931552
B-Boys & Fly Girls - Radio Edit,33,0.73,0.0525,0.0075,0.00207,0.0477,0.899,133.911,-5.420085
Solo (feat. Demi Lovato),70,0.74,0.0446,0.0357,4.85e-05,0.356,0.556,104.966,-2.866176
Lady Marmalade,58,0.571,0.0501,0.551,0.0,0.0599,0.947,117.955,-7.216236
Where the Party At (feat. Nelly),70,0.596,0.226,0.31,0.0,0.0847,0.86,129.491,-4.123979
Let's Get Loud,72,0.82,0.0549,0.135,0.000122,0.35,0.906,130.992,-4.50697
I Only Want to Be with You,41,0.574,0.0353,0.14,0.0,0.145,0.939,129.564,-8.523345
Do That To Me One More Time,69,0.728,0.0255,0.563,0.000131,0.0913,0.51,90.262,-4.310948000000001
Spiderwebs,66,0.49,0.0502,0.0376,2.21e-06,0.126,0.663,143.248,-6.127584
The Fear,38,0.661,0.0404,0.419,8.82e-05,0.107,0.522,134.002,-5.884956
West End Girls - Faces on Posters Mix,0,0.743,0.0709,0.0334,0.022,0.0747,0.748,102.442,-6.501048
I Think I'm Gonna Fall (In Love),13,0.626,0.0415,0.00611,0.16,0.0584,0.733,126.851,-8.297258
Lost In Japan,0,0.726,0.356,0.303,0.0,0.348,0.417,105.084,-4.890864
Where Is The Love?,0,0.836,0.179,0.114,0.0,0.13,0.818,94.092,-2.261265
Unchained Melody,78,0.339,0.0308,0.396,0.000519,0.18,0.288,98.54,-3.4788
Don't Lose My Number - 2016 Remaster,63,0.585,0.0814,0.168,5.09e-05,0.0634,0.952,80.614,-4.173312
Far Away,76,0.518,0.0309,0.000681,0.0,0.107,0.293,132.918,-4.106941
I Will Survive - Single Version,71,0.777,0.05,0.0131,0.00805,0.246,0.529,116.669,-6.293724999999999
Take My Breath Away,48,0.568,0.0271,0.252,0.0,0.25,0.405,99.692,-3.645642
"You're The One That I Want - From ""Grease"" Original Motion Picture Soundtrack",0,0.55,0.114,0.324,0.00247,0.12,0.868,213.654,-7.0310880000000004
Around the World,0,0.53,0.0384,0.0542,0.000971,0.293,0.709,176.229,-6.672573000000001
On Bended Knee,69,0.632,0.0336,0.377,0.0,0.118,0.185,116.632,-4.230198000000001
Troublemaker,30,0.689,0.069,0.169,0.0,0.164,0.482,125.014,-3.3285530000000003
Whole Lotta Love - 1990 Remaster,79,0.412,0.405,0.0484,0.131,0.405,0.422,89.74,-10.4632
Really Don't Care,0,0.703,0.0852,0.111,0.0,0.119,0.82,121.008,-2.637334
The Way I Want To Touch You,46,0.664,0.0248,0.624,0.000112,0.343,0.597,111.29,-4.13127
Lucille,64,0.646,0.0312,0.724,0.0,0.134,0.387,142.46,-4.327348
I Need You,43,0.582,0.0286,0.898,1.23e-05,0.0916,0.198,126.003,-3.1933200000000004
"Knock Knock, Who's There?",0,0.634,0.0284,0.143,4.22e-05,0.16,0.881,97.02,-5.0124960000000005
Generator,59,0.468,0.041,0.00112,0.0149,0.337,0.593,152.694,-3.637788
Starships,48,0.743,0.0871,0.156,0.0,0.218,0.713,125.028,-1.7513089999999998
Slipping Away,41,0.312,0.0286,0.449,2.71e-06,0.157,0.158,157.101,-3.518856
Stranger (feat. Elliphant),55,0.528,0.0456,0.045,0.0,0.0888,0.376,105.042,-2.646472
Steal My Kisses,60,0.914,0.113,0.241,0.0214,0.217,0.87,101.019,-6.381760000000001
With Arms Wide Open - New Version With Strings,65,0.32,0.0388,0.032,0.0,0.201,0.165,141.91,-4.00042
Beautiful Mistakes (feat. Megan Thee Stallion),82,0.713,0.027,0.0377,0.0,0.154,0.721,99.048,-3.706508
Right There,0,0.517,0.329,0.144,0.0,0.42,0.619,93.909,-3.1144
Butter,2,0.759,0.0948,0.00323,0.0,0.0906,0.695,109.997,-2.3808330000000004
Perfect,91,0.599,0.0232,0.163,0.0,0.106,0.168,95.05,-2.827776
Try Me Out,51,0.753,0.035,0.0489,0.000397,0.251,0.558,130.977,-6.66435
Shake Me Down,64,0.457,0.0295,0.00463,0.000406,0.0711,0.132,105.111,-3.528428
American Pie,82,0.531,0.06,0.699,0.0,0.0842,0.491,138.45,-5.632028999999999
No Second Prize,42,0.571,0.0319,0.0013,0.00183,0.352,0.733,122.645,-4.849146
Babe,65,0.535,0.207,0.0187,1.62e-06,0.136,0.664,171.72,-2.557884
Take Care,79,0.629,0.265,0.0267,1.22e-05,0.0888,0.299,121.845,-5.334370000000001
What Have They Done To My Song Ma?,29,0.448,0.0458,0.615,0.0,0.309,0.367,135.536,-4.450043
Just What I Needed,78,0.619,0.0473,0.0152,6.4e-05,0.0858,0.69,127.224,-5.3887529999999995
You've Never Been This Far Before,25,0.702,0.0359,0.679,0.0,0.103,0.672,133.315,-4.818546
There's Always Me - alt. take 2,13,0.462,0.0277,0.915,0.000585,0.195,0.326,72.466,-1.889463
Bye Bye Baby,56,0.627,0.0271,0.387,0.0,0.05,0.688,129.531,-6.104651
For You,0,0.578,0.0335,0.0307,0.000306,0.182,0.466,112.452,-4.460564
I Will Always Love You,0,0.303,0.0368,0.831,3.01e-06,0.0906,0.122,132.857,-2.547161
20 Miles,22,0.6,0.0302,0.202,0.0,0.025,0.974,129.699,-7.014006999999999
Punching In A Dream,51,0.354,0.0548,0.00153,0.000573,0.139,0.171,114.446,-3.126675
Lost Without You,56,0.581,0.0283,0.0365,1.69e-06,0.193,0.514,146.301,-4.991454
